index,id,scroll_id,panel_id,text,animal_label,myth_label,tree_label,split,image_filename
112,1_4_3,1_4,3,"(Responds Radha:) “Let Nanda Ghosh (Krishna’s adoptive father) come here and I shall fix you. “The cows of your shed shall be sold and I shall humble you.” “Let my cows be lost,” (says Krishna); “I shall rear cows afresh. “But where will I find an aunt as beautiful as you?” “Why do you yearn for someone else’s woman? “Go home and ask your father to get you married off!” “I did try, Aunt,” says Krishna, “but my fate has been sealed. “I am to marry someone who is called Radha.  “Don’t keep calling me dark, Bhanu Ghosh’s daughter. “God has made me dark, what can I do? “The waters of the Yamuna are dark, so why do you fill your pitcher with it? “Your bosom will be my pitcher, your hair my rope. “For me, your heart is the water of the Yamuna. “I will drown myself in these waters – this is my desire.”",1,0,0,train,panel_0112.jpg
113,1_8_11,1_8,11,"Meanwhile, Rahuti returned to find Madan missing. It was getting dark so she came up with the idea of seeking work at the king’s court.  Rahuti, disguised as a man, requested the king for a job. The king replied that there were no jobs left. However, there was an extremely difficult assignment that she could take on: a rhinoceros that was destroying crops in the village needed to be taken down. Would she be able to handle it?  Rahuti agreed to take on the job and asked to be directed to the location where the rhinoceros had caused damage.  At the site, she found that the trunk of a palm tree had become very smooth. The reason, she was told, was that the rhinoceros would rub his body daily against this trunk and then proceed to destroy the crops.  Rahuti asked a woodcutter to cleave the tree half-way through its trunk, and then went and hid, awaiting the rhino. When the rhinoceros arrived and rubbed itself against the trunk, she watched as the tree came crashing down on it, killing it. As a token of proof, Rahuti cut off the dead animal’s tongue.",1,0,0,train,panel_0113.jpg
114,1_8_4,1_8,4,"Wandering around, he finally sat down by a pond, tired and disconsolate. After some time, the seven daughters-in-law of Monohar Phansure came there to fetch water. Seeing Manohar, they concluded he must be a prince.",0,0,1,train,panel_0114.jpg
115,2_15_10,2_15,10,,0,1,1,train,panel_0115.jpg
116,2_11_2,2_11,2,"On leaving home, Durga was befuddled On her left was a snake and on the right a fox An owl watched her in this state Without any reason, she landed herself in trouble",1,1,1,train,panel_0116.jpg
117,1_12_1,1_12,1,"The marriage of Ramachandra took place and all the rituals were completed. But to uphold his father’s promise, Rama went to live in the forest. Rama led the way, followed by Janaki Lakshmana the archer, brought up the rear. With the scorching sun above, and the burning sand beneath their feet Sita, delicate as a butter-doll, could barely walk. Breaking a (leafy) branch from a tree, Lakshmana held it over her head. “Walk slowly, under its shade, Lakshmi.”",0,0,1,train,panel_0117.jpg
118,2_13_1,2_13,1,,1,1,0,train,panel_0118.jpg
119,1_8_9,1_8,9,"The six brothers rushed off and finally caught up with the fleeing couple. (In a bid to escape), Rahuti started flinging out the jewelry she wore, one by one; while her brothers were distracted by the strewn jewelry, she killed them. Observing the chaos from afar, (with the help of his chalk grid), Monohar appeared at the scene to block the path of the couple himself. But Rahuti managed to chop off his hands and legs and finally, his head.",1,0,0,train,panel_0119.jpg
120,2_15_4,2_15,4,,0,1,0,train,panel_0120.jpg
121,2_1_3,2_1,3,,0,1,1,train,panel_0121.jpg
122,1_5_5,1_5,5,"“Let my cows be lost,” (says Krishna); “I shall rear cows afresh. “But where will I find an aunt as beautiful as you?”",1,1,0,train,panel_0122.jpg
123,1_10_4,1_10,4,"Seeing Angad, Ravana resorted to illusion: The court suddenly filled with hundreds of Ravanas. It was only Indrajit (Ravana’s son) who stood as himself For it would be shameful for a son to assume his father’s guise. Seating himself on his coiled tail, Angad faced the assembly And addressed Indrajit. “All these Ravanas everywhere, are they all your father? “Then, bravo, Queen Mandodari! I marvel at your (Indrajit’s) mother “For, how can one young woman deal with a hundred husbands? “Who among these is the father who shared a maid- servant’s meal in the netherworld? “Who among these was bound by my father and still bears the mark of a tail around his neck? “I have recounted, one by one, the misdeeds of all these ‘fathers’ “But I have no need of them, point out to me your true ‘yogi’ father “Who disguised as an ascetic, stole Sita. “And we shall see how you retain your golden Lanka, (Ravana)!” As the tirade progressed, the atmosphere grew tense.",0,1,0,train,panel_0123.jpg
124,1_2_5,1_2,5,"Wishing to upset Srimonto, she did not reveal herself.  The enraged king summoned the warden and had Srimonto chained. Bound in chains and in pain, Srimonto started weeping. And as he wept, he invoked Durga “Oh Shankari,” he cried, “I shall die, but you seem to be unconcerned “That your name, Trailokyotarini will be tarnished.” Chandi, who in the form of a kite, was flying in the sky (heard his prayer). She assumed the garb of an aged Brahmin woman and appeared before Srimonto.  His chains fell away from him And a tearful Srimonto cried out in relief. With her eighteen arms Mother (Chandi) stood before him at the execution ground. “Whose home have you visited, Ma? Who worshipped you? “My life has become worthwhile, Mother, having seen your eighteen arms.” ",0,1,0,train,panel_0124.jpg
125,2_14_6,2_14,6,,1,0,0,train,panel_0125.jpg
126,1_11_2,1_11,2,"Ram released hundreds of arrows at a time. Volleys of arrows from both warriors tore across the sky. Both shot their arrows with all the prowess at their command Seeing his own (charmed) arrows aimed at himself, Ravana was terrified. Ram, confident of Ravana’s destruction Chanted a sacred mantra and released the (divine) arrows Two of which pierced Ravana’s heart. Ravana fell to the ground, writhing in pain",0,1,0,train,panel_0126.jpg
127,1_8_10,1_8,10,"Having slain Monohar, the prince and Rahuti travelled to a distant kingdom. Tired and thirsty, Madan wished to rest. While he waited, Rahuti went off in search of water.  Meanwhile, a woman named Malini appeared where Madan waited. Pretending that she would help quench his thirst, she gave him a necklace to wear around his neck. Immediately Madan changed into a sheep, that Malini took home with her.",1,0,0,train,panel_0127.jpg
128,1_10_3,1_10,3,"The monkeys rushed hither and thither, gathering boulders Helping the brothers Neel and Nal erect a bridge across the ocean. With trees and boulders, the brave brothers built the bridge. Angad (then) declared that they were ready for battle. Gathering all the fragrant flowers from the forest The monkeys wove them into a garland for Angad.  Shuk and Sharon were told at the sea-shore (by Ravana) “The monkeys emit a mighty roar. “But that is just the sound of wild animals, not to be feared.  “There is only one I dread - let him not return to burn our homes. “He can reduce Lanka to ashes in the blink of an eye. “If that wretch were to return, we are doomed.” While king Ravana pondered grimly over these matters  The monkey warrior Angad arrived (at his kingdom), to speak to him. Angad was massive - fifty yojanas wide. His gigantic tail touched the sky. (Seeing him), the guards at the gate took flight. A powerful kick brought the gate down and Angad entered the fort.",0,1,0,train,panel_0128.jpg
129,1_8_8,1_8,8,"Taking pity on each other, Madan and Rahuti decided to run away to a distant kingdom and in the middle of the night, astride a pakshiraj horse, they made their escape. In the morning, the sisters-in-law   discovered that the room was deserted and raised the alarm. Making magical calculations on a chalk grid, Monohar quickly divined that the couple had fled south and instructed his sons to give chase.",1,0,0,train,panel_0129.jpg
130,1_1_4,1_1,4,"Finally, the boat docked at Ratnamala quay to the sound of kettledrums. Seeing them, the guards and wardens of the kingdom whispered among themselves. It seemed as if everyone was looting the kingdom And the king was kept totally in the dark.",0,0,0,train,panel_0130.jpg
131,1_8_3,1_8,3,"Madanmohan faithfully complied but, as ordained by Satyapir, simply could not find his way back home.",0,1,0,train,panel_0131.jpg
132,2_6_2,2_6,2,,0,0,0,train,panel_0132.jpg
133,1_8_14,1_8,14,"Threatened with dire consequences, Malini transformed all the sheep back into their human forms.  Rahuti immediately recognized Madan and then revealed her identity to the king: that she was a woman and the wife of prince Madanmohan. She requested him to marry his daughter to Madan and grant them half the kingdom so that Madan and his two wives could live happily together.  Here ends the story of Monohar Phansure.",1,0,0,train,panel_0133.jpg
134,1_4_7,1_4,7,"And here I end my recitation. I, the writer, am Bahar Chitrakar And I live in Medinipur. Ah, Medinipur is where I live.",0,0,1,train,panel_0134.jpg
135,1_13_6,1_13,6,"From under the shade of a banyan tree, Ravana then appeared. “Give me alms, Ma Janaki so that I can return home “For I am afraid of your husband’s arrows.” If he did not receive alms, the hermit (claimed that he) would die. Killing a man being a great sin, Sita was scared. From a golden platter heaped with gems and cowries The daughter of Janaka poured alms on t the ascetic’s plate. She stepped across the line to give the alms And grabbing Sita’s hand, (Ravana) pulle her on to his chariot. Up and away the chariot flew (Till) Jatayu, Dasharatha’s friend, came into view. (Opening his mouth wide), Jatayu swallowed Ravana’s chariot whole And then began a fierce battle between Ravana and Jatayu. “Take heed, Jatayu, take heed” (Ravana warned) “Your friend’s daughter-in-law is in the chariot. Hearing about his friend’s daughter-in- law, Jatayu was ashamed",0,0,1,train,panel_0135.jpg
136,1_9_4,1_9,4,"“There is only one I dread - let him not return to burn our homes. “He can reduce Lanka to ashes in the blink of an eye. “If that wretch were to return, we are doomed.” While king Ravana pondered grimly over these matters",0,1,0,train,panel_0136.jpg
137,2_14_8,2_14,8,,1,0,1,train,panel_0137.jpg
138,2_13_8,2_13,8,,1,1,0,train,panel_0138.jpg
139,1_7_4,1_7,4,"An iron-cast nuptial chamber was built atop Santali hill. There, Lakhindar, soon fell into a deep sleep. Slender as a thread, the snake Kali, sneaked into the room. Lakkhindar’s beauty made the snake waver. Where should I bite this dark and handsome man? (But) How would I respond if the gods were to question me? With the sun and the moon as its witnesses, it sank its fangs (into Lakkhindar). “Wake-up, wake-up merchant Shai’s daughter,” (cried Lakkhindar). “Doomed sleep has devoured you, and what devoured me?” (She) flung a golden betel nut cracker at the snake That severed two-and-a-half finger’s length of its tail. Writhing in pain, the snake fled. Nyara, the servant ran to the trader saying “Listen O Sir, your son has died.” Hearing this news Chand started dancing (in fury). “Oh, it is good that my boy Lakkhindar has died,” he cried. Swinging hental staves in both hands, he started dancing. “How long,” he asks a woman, “for the day to break?” “Roasted fish I shall eat, along with fermented rice.” “You had given me conch shell bangles and saris, (now) take them away (from me). (And) prepare one banana tree o father- in-law”. One banana tree was cut into three. Upon the raft fastened with bamboo pegs, Behula sailed away. Floating and drifting, the raft went away. (Her) six brothers, in hot pursuit, rushed to meet her. The brother said, “O dear sister, beloved sister “Why are you sailing the waters with that rotten carcass? “Come back home, we shall look after you. “Our six wives shall serve under you.” “The house of my parents, o brother, doesn’t suit me anymore. “One is forever at loggerheads with the sisters-in-law.” Having consoled her brothers, she sailed on. The raft floated up to Gada’s quay. Gada doesn’t eat just rice, he catches rui fish (carp) as well. With swollen legs and a massive hump on his shoulders, Gada The one-with-the-fish-hook casts his fishing rod here and there. “(Let there be) Ash in your mouth Gada, ash in your mouth. “I am a servant of mother Manasa, I sail upon these waters.” Having cursed Gada, Behula sailed on.",1,1,0,train,panel_0139.jpg
140,1_7_5,1_7,5,"She sailed avoiding the banks of foxes and dogs. And many other such banks she went past. (Finally) the raft drifted to the quay of Tamluk. Dhana-Mana—the two boys, were lying on a bed. Nitai (Neta), the washerwoman, washed clothes on the river bank of Tamluk. “The rotting stink spreads about but how can I get rid of it?” (laments Behula). A white crow has even bitten the head of Lakkhindar. Two piles of (washed) clothes were put across for drying. Behula’s wash was clean and bright. Taking the clothes, Behula went to the abode of the gods And started dancing before Brahma, Vishnu, and Shiva. She pleased the gods with her performance. “What boon do you want, Behula, tell me?” “Resurrect my six brothers-in-law and my husband.” “This boon I grant you Behula, I grant you this boon.” A small white boat she decorated with heartfelt joy (And) Behula returned home only when her husband was brought back to life.",1,1,0,train,panel_0140.jpg
141,2_10_7,2_10,7,,0,0,0,train,panel_0141.jpg
142,1_9_3,1_9,3,"Shuk and Sharon were told at the sea-shore (by Ravana) “The monkeys emit a mighty roar. “But that is just the sound of wild animals, not to be feared.",0,1,0,train,panel_0142.jpg
143,2_11_12,2_11,12,"She looked beautiful, wearing conch shell bangles Exactly like the mother of Karthik and Ganesh And thus were united Shiva and Durga In beauty and intellect Laughing, Shiva and Durga went back to Kailash.",0,1,0,train,panel_0143.jpg
144,2_14_11,2_14,11,,0,1,0,train,panel_0144.jpg
145,1_3_13,1_3,13,"“You are such a handsome boatman, (but) your boat is broken.” “It’s not a broken boat O sakhi, but a charioteer’s boat. “I have carried horses and elephants across, how heavy could you be? “Sit as you please O sakhi, in front of me or up ahead. “Droplets of water may trickle in, don’t giggle with shame. “I will take an anna each to carry all your companions. “But to row Sri Radhika across, I shall take a gold earring. “To carry all the sakhis across I will take a buri apiece “But to carry Sri Radhika across, I shall have the bangles on her wrist.” Lord Narayan preserved Radhika’s honour. (Thus) Ayan Ghosh stood bemused as he beheld Srimati (Radha) offering flowers at the feet of Kali. A serpent wound itself around the Lord. In agony from the poison, the Lord turned blue. Endangered, as he was, the Lord evoked Garuda. Hearing Garuda’s roar, the serpent fled to the netherworld.",0,1,0,train,panel_0145.jpg
146,1_8_2,1_8,2,"One day, after he had finished his worship, he was summoned by the king, who requested him to offer worship to the river Ganga.",0,0,0,train,panel_0146.jpg
147,1_6_6,1_6,6,"Suckling (at Putana’s breast) Krishna began to drink her milk. He suckled again and sucked Putana’s life out. Screaming with pain, Putana fell dead to the ground And all the living creatures there dragged her out.",0,1,0,train,panel_0147.jpg
148,2_5_1,2_5,1,"Come to my house O ye, O ye Come to my house In the month of Karthik, o benefactor The night of amavasya has gone by Wake, Mother Lakshmi Wake, Mother Bhagabati Wake, Mother Lakshmi Wake, Mother Bhagabati Please give me five paisa Ten milk cows I sing ooooooo",0,0,1,train,panel_0148.jpg
149,1_2_6,1_2,6,"“I hereby grant you a boon, Srimonto”, (Durga replied) “You shall go and marry the daughter of King Shalbahon.” Thus, Srimonto married the princess Sushila.  After the wedding, Srimonto returned home  Where Khullona was herding goats in the forest of Aruna. Srimonto (also) rescued his father and brought him home.  And installing the sacred water pot, introduced the custom of Durga Puja (worship). Garlanded with hibiscus and jasmine Shankar Bhabani (Durga) seemed to beckon from afar.  And here ends my recitation. I, the writer, am Bahar Chitrakar of Medinipur. Ah, Medinipur is where I live.",0,1,0,train,panel_0149.jpg
150,2_11_9,2_11,9,"With one wing he created the seas, and another he holds them together Within no time, he got some conch shell bangles for Mahadev Shiva disguised as Sankhari Thakur went with to his in-laws place",0,0,1,train,panel_0150.jpg
151,1_1_2,1_1,2,"One day, the goddess Durga bestowed her grace And revealed a cache of precious gems in a pomegranate grove. Kalketu found the treasure under the pomegranate tree (With this) he cleared the forest named Gujarat and established a town. Two more pots of gems remained. Which Kalketu filled into jars. Sealing them carefully, he carried the jars home Where the beautiful Khullona (Phullora) waited at the doorway of her thatched hut For twelve years, the ascetic had been languishing in jail. Meanwhile, Khullona had given birth to (their son) Srimonto Srimonto grew up to be a bright young man And wished to go out in search of his father. “You are my only son, the light of my life,” (cried Khullona) “If you leave for even a moment, I shall feel abandoned. “ But, if you must go, do pray to Durga.” On being invoked, Chandi (Durga) appeared And Khullona handed over Srimonto to the goddess.",0,1,1,test,panel_0151.jpg
152,1_1_9,1_1,9,"“I hereby grant you a boon, Srimonto”, (Durga replied) “You shall go and marry the daughter of King Shalbahon.” Thus, Srimonto married the princess Sushila.",0,0,0,test,panel_0152.jpg
153,1_6_4,1_6,4,"(While) the Sun and the Moon rose at Kamsa’s abode The Lord went to Daivaki’s to be born. Mother Daivaki, was fast asleep on her bed. Standing near her head the Lord caused her to dream. Mother Daivaki, why do you slumber so deep? Govinda seeks shelter in your womb. “In my womb, my dear, there is no space left.” In the form of a white fly, (Govinda) crept into her womb. The first month passed; the second month too. Upon the tenth day of the tenth month the news spread. On the eighth lunar day of Bhadra, Govinda was born. Daivaki had given birth to Lord Narayana.",0,1,0,test,panel_0153.jpg
154,1_12_2,1_12,2,"They arrived at the Panchabati forest Where Rama and Lakshmana set up a thatched hut. The two brothers set up the hut. While Rama and Sita sat and played a game, Lakshmana stood guard.  Just then, Surpanakha arrived, looking for flowers. Lakshmana caught her and cut off her nose. Clutching her severed nose in her hand, she tore back to Lanka And fell at her brother Ravana’s feet.",0,0,1,test,panel_0154.jpg
155,1_8_12,1_8,12,"Later, some palanquin bearers who were passing by saw the dead rhinoceros. Aware of the king’s promised reward of half his kingdom and the hand of his daughter in marriage, they cut off the animal’s head and produced it triumphantly before the king.  The king then summoned the young man (Rahuti) who had been given the assignment in the first place. When she claimed that it was she who was the true slayer of the rhinoceros, the king demanded proof.  Rahuti asked the king to examine if the tongue was missing from the rhino’s head. When it was found to be indeed missing, she produced the tongue she had cut off earlier.  The fraudsters were thrown into prison while Rahuti was offered the promised reward. Rahuti (without revealing her true identity) replied that she would do so after she gave worship to goddess Kali.",1,1,1,test,panel_0155.jpg
156,1_5_6,1_5,6,"“Why do you yearn for someone else’s woman? “Go home and ask your father to get you married off!” “I did try, Aunt,” says Krishna, “but my fate has been sealed. “I am to marry someone who is called Radha.",0,1,0,test,panel_0156.jpg
157,1_13_8,1_13,8,"Speaking tenderly, Ramachandra looked at the (dying) bird And gazed (tearfully) into his precious eyes. “Having mortally wounded me, he has taken your wife, Rama “Go rescue Sita first, Rama, gem of the Raghus.”  Having heard the news (of Sita’s abduction) from the bird Rama lay grief-stricken under a tree. “We have left our mother behind at home and our father died there. “ As destined by fate, Sita was stolen from the forest.” Saying this, Ramachandra grieved silently. Ravana carried off Sita and kept her in the Ashoka grove. Habichak, under Chandipur thana is where I live And singing the Sitaharan pata song for you, I am Jharna Chitrakar.",1,1,0,test,panel_0157.jpg
158,1_3_14,1_3,14,"Saved from the serpent, (Krishna) performed the raasa.  In Vrindavana, Raasa was celebrated in the bowers of sixteen-hundred gopinis. Each gopi danced joyously in her own bower. Within the bowers, Madhusudan (Krishna) played his flute.",1,1,0,test,panel_0158.jpg
159,2_11_4,2_11,4,"Narod went to see his uncle Shiva asked him for advice ""How do I get your aunt back to Kailash?"" ""There is a way out, uncle If you are willing to disguise yourself as a tiger""",0,1,1,test,panel_0159.jpg
160,1_1_1,1_1,1,"Hail Durga, Ma Tara, destroyer of sorrows. Invincible as the strong southern winds, she is Nagendranandini (daughter of the king of mountains). As Ma Chandi, her ten arms stretch in ten directions. Her third eye shines brightly in the middle of her forehead. Lakshmi, with Saraswati on her left, Kartik and Ganesh Along with the lion, the Asura, Joya and Bijoya accompany the Mother.",1,1,0,test,panel_0160.jpg
161,1_3_6,1_3,6,"Krishna was exchanged at the house of Nanda (for a newborn baby girl). (On being hugged by Devaki) the girl began to cry. Hearing the cry, Kamsa’s messenger, who knows where he was hiding, instantly appeared at the doorway. Snatching the child, he hurled her upon a stone. But slipping from his grasp, young Durga flew up to heaven. From the heavenly Himalayas, she spoke. “What will you achieve, O hero, by killing me? “The one who shall kill you will be Gokul-born.” Hearing the heavenly prophesy (he) started speaking (crying).  The foolish milkman’s daughter, realizing nothing Placed (the little) Sri Hari on the demoness’ lap. The (baby) Narayana gurgled delightedly And started suckling (at her breast), drinking the demoness’ milk.",0,1,0,test,panel_0161.jpg
162,2_13_6,2_13,6,,1,0,0,test,panel_0162.jpg
163,2_10_9,2_10,9,,0,1,0,test,panel_0163.jpg
164,1_3_4,1_3,4,"(While) the Sun and the Moon rose at the abode of Kamsa To Daivaki’s womb,the Lord went to be born. Mother Daivaki was fast asleep on her bed. Standing near her head, the Lord caused her to dream. O Mother Daivaki, why do you slumber so deep? Govinda seeks shelter in your womb. In her slumber, the queen narrated a story: “In my womb, my dear, there is no space left. “To six sons, I had given birth, but Kamsa has slayed them all. “Stricken with grief, I have been weeping ever since.” In the form of a white fly, (Govinda) crept into her womb. The first month passed; the second month too. Upon the tenth day of the tenth month the news spread. On the eighth lunar day of Bhadra, Govinda was born. Daivaki had given birth to Lord Narayana.",1,1,0,test,panel_0164.jpg
165,1_9_7,1_9,7,"And then began the combat between Ram and Ravana in the city of Lanka. Ram released hundreds of arrows at a time. Volleys of arrows from both warriors tore across the sky. Both shot their arrows with all the prowess at their command Seeing his own (charmed) arrows aimed at himself, Ravana was terrified. Ram, confident of Ravana’s destruction Chanted a sacred mantra and released the (divine) arrows Two of which pierced Ravana’s heart. Ravana fell to the ground, writhing in pain (As) Brahma and all the other gods in the heavens (looked on). Of Ravana’s one hundred thousand sons and ten million grandsons Not one remained to continue his lineage. His fourteen thousand wives wailed around his fallen body “Who is left to rule the golden kingdom of Lanka now?” “Oh, my husband,” wept Mandodori, “though you worshipped Shiva “He deserted you when you were dying!” Touching each of the ten faces with a torch, Bibhishan lit the pyre. And plumes of smoke rose from Ravana’s burning pyre. From the Ramayan composed by the poet, Pandit Krittibash I end my recitation here. The name of the author is Bahar Chitrakar of Medinipur. Ah, Medinipur is the address.",0,1,0,test,panel_0165.jpg
166,1_7_2,1_7,2,"Upon hearing such abuse, Bishahari (the vanquisher of poison) Devoured the six sons of Chand in a fit of rage Having devoured the six sons, six brides were widowed. Never in his life has the old man (Chand) offered even a handful of flowers (in worship of Manasa). While others sing songs in her praise in honey-sweet voices His worship is a constant battle with the One-eyed Wretch (chyang muri kani) “I still have my youngest son, my precious Lakkhindar.”",0,0,0,test,panel_0166.jpg
167,1_6_1,1_6,1,"(Standing) under a tree, Krishna, played his flute. Upon hearing the melody, the gopis of Braja can barely keep still. Some dance, some sing, while the rest chant (the name of) Hari With Radha’s name on their lips, the sakhis roll on the ground in ecstasy. The lord (Krishna) has dressed his turban with a peacock feather. Garlands from the different flowers of Braja adorn his head. And atop the variety of Braja garlands, a Bakul flower too is placed. Golden anklets tinkle on his feet.",1,1,1,test,panel_0167.jpg
168,2_5_4,2_5,4,In this year and this month we shall dance in this courtyard Once death does come The twelve months will go O the twelve months will go,1,0,1,test,panel_0168.jpg
169,1_3_12,1_3,12,"The night of Ram (Navami) ended and unaccompanied by their husbands All the sakhis walked towards the Yamuna for a bath. Govinda stole all their clothes And then threw the clothes back, one by one.",0,0,1,test,panel_0169.jpg
170,2_14_14,2_14,14,,0,1,0,test,panel_0170.jpg
171,2_13_10,2_13,10,,1,1,0,test,panel_0171.jpg
172,1_1_5,1_1,5,"The king Shalbahon was seated on a jewelled throne. Srimonto stood before him with folded hands And said, “In your kingdom, O king, resides Kamal Kamini. “I witnessed this woman swallowing an elephant.” The king ordered Srimonto to show him this sight. And promised him half of his kingdom and his daughter’s hand in marriage in return. But if Srimonto failed to show him the scene, the king warned He would be beheaded at the execution ground in the south.",0,0,0,test,panel_0172.jpg
173,2_4_1,2_4,1,"The night is dark, the sky is filled with teeming clouds. Friend, what can I say to you? By virtue of many lives, Him I have won.  I Am Buried In Shyam Whatever the elders at home may say I can never leave my treasure, my Shyam, His beauty and charm have eaten my heart. I constantly fear that someone will come And cut my ribs open to take them away. Forever I am conscious, awake day and night, Even when in lassitude I close my eyes. I am buried in Shyam, the shape of my loves.  Who could ever wish me to leave my loving, I would rather eat poison than hear such words. I have explored his beauty and found no shores, But the god at last is standing by me. I will fulfill my dream and let the rest go.  The Confidante Loquitur That gay one who is the abode of virtue Incessantly murmurs thy name, On hearing a word of thee His limbs are pervaded by a thrill, Bending down lowly his head Tears pour from his eyes, If one should ask him a word He waves (him) away with his hand, If one should speak concerning thee Thou wilt see there is nothing else in his mind. There is no firmness (left) in him; A serious matter Chandi Das sings.  The Confidante Loquitur Ah lady! ah lady! hear a word, At length having seen (him) I have come again; Looking, looking, (my) pain increased, Whatever was done profited not. He binds not his hair, he girds not his waist, He eats not food, he drinks not water. The color of gold Shyam has become, Constantly remembering thy name. He does not recognize any one, his eye does not wink, He remains with fixed look like a doll of wood. I placed a piece of wool to his nose, Then only I perceived that he breathed, There is breath, but there remains no life, Delay not, my happiness depends on it! Chandi Das saith (it is) the anguish of separation In his heart, the only medicine is Radha.  Appeal Thy youth is but a noon, of night take heed, — A noon that is a fragment of a day, And the swift eve all sweet things bears away, All sweet things and all bitter, rose and weed. For others' bliss who lives, he lives indeed. But thou art pitiful and ruth shouldst know. I bid thee trifle not with fatal love, But save our pride and dear one, O my dove, And heaven and earth and the nether world below Shall only with thy praises peopled grow. Life is a bliss that cannot long abide, But while thou livest, love. For love the sky Was founded, earth upheaved from the deep cry Of waters, and by love is sweetly tied The golden cordage of our youth and pride.",1,0,1,test,panel_0173.jpg
174,2_14_15,2_14,15,,0,1,0,test,panel_0174.jpg
175,1_9_1,1_9,1,"Hearing the news from the bird A grief-stricken Ram collapsed under a tree. “We are bereft of our parents “And ordained by destiny, Sita has been abducted from the forest.” Ram lamented in silence While his beloved (brother) Lakshman comforted him, stroking his hair.",1,0,1,test,panel_0175.jpg
176,2_10_10,2_10,10,,1,0,0,test,panel_0176.jpg
177,1_3_11,1_3,11,"(When) the two-faced Sakat arrived to carry him away to Mathura. With an umbrella upon his shoulders, a stick in his hand, he crossed (the river) with his cattle. And carried Kamala, the calf, across so that she would not drown. In bounteous palm and honey forests, Krishna rejoiced (with his friends). While his cattle grazed, Krishna played in the forest.",1,1,1,test,panel_0177.jpg
178,1_4_5,1_4,5,"Curling around her right ankle, it bites Radha’s left ankle. Radha (in desperation) agrees to whatever Krishna had asked for. “The snake has bitten me, save me please,” she cries. “Tell me truthfully, aunt,“ (says Krishna) “how far has the poison spread?” “It has spread to every part of my body,” she cries. Krishna then, using his divine touch, drives away the poison from her body. Rid of the poison, Radha opens her eyes.",1,0,0,test,panel_0178.jpg
179,1_3_3,1_3,3,"Ganga came on a shark, Yama on a buffalo Govinda came on Garuda; the king was disturbed.",0,1,1,test,panel_0179.jpg
180,1_1_11,1_1,11,Where Khullona was herding goats in the forest of Aruna. Srimonto (also) rescued his father and brought him home.,1,0,0,test,panel_0180.jpg
181,2_14_12,2_14,12,,0,1,0,test,panel_0181.jpg
182,1_9_5,1_9,5,"The monkey warrior Angad arrived (at his kingdom), to speak to him. Angad was massive - fifty yojanas wide. His gigantic tail touched the sky. (Seeing him), the guards at the gate took flight. A powerful kick brought the gate down and Angad entered the fort.",0,1,0,test,panel_0182.jpg
183,1_1_12,1_1,12,"And installing the sacred water pot, introduced the custom of Durga Puja (worship). Garlanded with hibiscus and jasmine Shankar Bhabani (Durga) seemed to beckon from afar.  And here ends my recitation. I, the writer, am Bahar Chitrakar of Medinipur. Ah, Medinipur is where I live.",1,1,0,test,panel_0183.jpg
184,2_5_5,2_5,5,The burden is on you He was doing good alas Only a few paisa we have But in debt he leaves the world,1,0,1,test,panel_0184.jpg
185,2_11_1,2_11,1,"And dear lady worship Shiva Be of service to him Shiva can provide you today riches that make you king Sitting on the skin of a tiger Husband of Durga On his left is seated Chandika Parvati  From his left, Durga said glancing at Shiva  ""Please buy us bangles made from conch shell, We will go to the Raas fair""  ""I am a beggar, where shall I get bangles If you wish to wear bangles, go to your parents place""  ""Well then, stay here and eat crap I am headed to my parents place, taking Karthik and Ganesh with me""",0,1,0,test,panel_0185.jpg
186,1_8_6,1_8,6,"Forthwith, Monohar instructed his six sons to fetch the young man home by using the tried and tested ploy used before to tempt previous victims. The sons went to Madan with an offer of marriage to their sister, Rahuti and thus tempted him to return home with them as their brother-in-law.",0,0,0,test,panel_0186.jpg
187,2_8_1,2_8,1,,1,1,0,test,panel_0187.jpg
188,2_10_8,2_10,8,,1,0,1,test,panel_0188.jpg
